"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 16:19:33 CET 2022","Mon Dec 12 16:19:41 CET 2022","7337","","Promotions functionality testing. Bonus details testing.","","Promotions functionality testing. Bonus details testing.","#49 Other bonus page categories are displayed for logged in user.","#49 Other bonus page categories are displayed for logged in user.",""
"passed","Mon Dec 12 16:08:58 CET 2022","Mon Dec 12 16:09:01 CET 2022","3601","","Registration > Step 1","","Registration > Step 1","#29 User can successfully enter email address with uppercase letters.","#29 User can successfully enter email address with uppercase letters.",""
"passed","Mon Dec 12 16:14:31 CET 2022","Mon Dec 12 16:15:10 CET 2022","39237","","Expired Link Error","","Expired Link Error","#10 User can click on 'Deposit' button opens Deposit window","#10 User can click on 'Deposit' button opens Deposit window",""
"passed","Mon Dec 12 16:14:11 CET 2022","Mon Dec 12 16:14:17 CET 2022","5859","","404 error page functionality testing.","","404 error page functionality testing.","#6 Player can click ""Login"" button, open login window and successfully login.","#6 Player can click ""Login"" button, open login window and successfully login.",""
"passed","Mon Dec 12 16:16:46 CET 2022","Mon Dec 12 16:17:12 CET 2022","26743","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#16 Player can successfully update and sign in with their new password.","#16 Player can successfully update and sign in with their new password.",""
"passed","Mon Dec 12 16:15:42 CET 2022","Mon Dec 12 16:15:53 CET 2022","10963","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#10 All main sections for card are displayed for OPT IN bonus.","#10 All main sections for card are displayed for OPT IN bonus.",""
"passed","Mon Dec 12 16:13:57 CET 2022","Mon Dec 12 16:14:00 CET 2022","2686","","404 error page functionality testing.","","404 error page functionality testing.","#2 Player can click ""Go to lobby"" button and after that it will redirect to Home page.","#2 Player can click ""Go to lobby"" button and after that it will redirect to Home page.",""
"passed","Mon Dec 12 16:04:37 CET 2022","Mon Dec 12 16:04:47 CET 2022","10416","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#3 User can come to the Merkur Casino page from Privacy Policy page","#3 User can come to the Merkur Casino page from Privacy Policy page",""
"passed","Mon Dec 12 16:05:50 CET 2022","Mon Dec 12 16:06:00 CET 2022","9552","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#7 After clicking on the first link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurslots.com/.","#7 After clicking on the first link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurslots.com/.",""
"skipped","Mon Dec 12 16:05:02 CET 2022","Mon Dec 12 16:05:02 CET 2022","1","","Live Casino","","Live Casino","#13 Card is displayed, user hover a mouse on that card, the third CTA is DEMO, user clicks/taps on CTA DEMO then the login modal appears.","#13 Card is displayed, user hover a mouse on that card, the third CTA is DEMO, user clicks/taps on CTA DEMO then the login modal appears.",""
"passed","Mon Dec 12 16:06:29 CET 2022","Mon Dec 12 16:06:43 CET 2022","13880","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#4 User can open the Loss Limits Delete modal on delete icon click ","#4 User can open the Loss Limits Delete modal on delete icon click ",""
"passed","Mon Dec 12 16:07:57 CET 2022","Mon Dec 12 16:08:04 CET 2022","6898","","Recover Password","","Recover Password","#01 Player can navigate to the recover password form and is displayed with the correct fields.","#01 Player can navigate to the recover password form and is displayed with the correct fields.",""
"skipped","Mon Dec 12 16:17:39 CET 2022","Mon Dec 12 16:17:39 CET 2022","1","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#18 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.","#18 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.",""
"passed","Mon Dec 12 16:04:37 CET 2022","Mon Dec 12 16:04:42 CET 2022","4847","","Landing Page/Welcome Offer page","","Landing Page/Welcome Offer page","#7 User can come to the ""Be Gambling Aware"" site from the Welcome Offer page","#7 User can come to the ""Be Gambling Aware"" site from the Welcome Offer page",""
"passed","Mon Dec 12 16:14:31 CET 2022","Mon Dec 12 16:14:34 CET 2022","3321","","Home => Terms & Conditions","","Home => Terms & Conditions","#5 User can come to the Gamble Aware page from terms and conditions page","#5 User can come to the Gamble Aware page from terms and conditions page",""
"passed","Mon Dec 12 16:14:16 CET 2022","Mon Dec 12 16:14:18 CET 2022","1685","","Expired Link Error","","Expired Link Error","#6 User can click on Recover Password button and see Reset your password window ","#6 User can click on Recover Password button and see Reset your password window ",""
"passed","Mon Dec 12 16:03:52 CET 2022","Mon Dec 12 16:03:55 CET 2022","3258","","Service unavailable","","Service unavailable","#1 User can come to the home page from Error 500 page","#1 User can come to the home page from Error 500 page",""
"passed","Mon Dec 12 16:10:47 CET 2022","Mon Dec 12 16:11:01 CET 2022","13735","","Spin Zone functionality testing","","Spin Zone functionality testing","#6 Player can see total bonus balance","#6 Player can see total bonus balance",""
"passed","Mon Dec 12 16:17:52 CET 2022","Mon Dec 12 16:18:04 CET 2022","12615","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#21 User can click on the terms and conditions link and the terms and conditions are displayed for deposit bonus.","#21 User can click on the terms and conditions link and the terms and conditions are displayed for deposit bonus.",""
"passed","Mon Dec 12 16:04:14 CET 2022","Mon Dec 12 16:04:21 CET 2022","7319","","Live Casino","","Live Casino","#01 User has not logged in, the user navigates to the live casino page and the live casino page is displayed.","#01 User has not logged in, the user navigates to the live casino page and the live casino page is displayed.",""
"passed","Mon Dec 12 16:17:58 CET 2022","Mon Dec 12 16:18:15 CET 2022","16339","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#15 Player can close the take a break modal.","#15 Player can close the take a break modal.",""
"failed","Mon Dec 12 16:19:26 CET 2022","Mon Dec 12 16:19:27 CET 2022","1198","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#45 User clicks button OPT IN for already OPTED IN bonus, successfully login and can see drawer ""This promotion is unavailable"".","#45 User clicks button OPT IN for already OPTED IN bonus, successfully login and can see drawer ""This promotion is unavailable"".",""
"passed","Mon Dec 12 16:08:59 CET 2022","Mon Dec 12 16:09:09 CET 2022","10489","","Registration > Step 3","","Registration > Step 3","#04 Address Line 1 field is a mandatory field.","#04 Address Line 1 field is a mandatory field.",""
"passed","Mon Dec 12 16:15:06 CET 2022","Mon Dec 12 16:15:20 CET 2022","14587","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#6 Player should be displayed an error if they submit the Change Password form with an incorrect Current Password.","#6 Player should be displayed an error if they submit the Change Password form with an incorrect Current Password.",""
"failed","Mon Dec 12 16:18:04 CET 2022","Mon Dec 12 16:18:21 CET 2022","16845","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#22 User can enter amount, go to full terms and conditions, click back button, close full terms conditions and return in deposit modal.","#22 User can enter amount, go to full terms and conditions, click back button, close full terms conditions and return in deposit modal.",""
"passed","Mon Dec 12 16:11:13 CET 2022","Mon Dec 12 16:11:29 CET 2022","15251","","Spin Zone functionality testing","","Spin Zone functionality testing","#8 Player can open 'Search Games' modal","#8 Player can open 'Search Games' modal",""
"passed","Mon Dec 12 16:14:38 CET 2022","Mon Dec 12 16:14:41 CET 2022","3309","","Slots page","","Slots page","#12 User can see category and can scroll it","#12 User can see category and can scroll it",""
"passed","Mon Dec 12 16:09:20 CET 2022","Mon Dec 12 16:09:29 CET 2022","9604","","Registration > Step 3","","Registration > Step 3","#06 Post Code field is a mandatory field.","#06 Post Code field is a mandatory field.",""
"failed","Mon Dec 12 16:16:06 CET 2022","Mon Dec 12 16:16:16 CET 2022","9699","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#10 Player can successfully set a daily deposit limit if not already set.","#10 Player can successfully set a daily deposit limit if not already set.",""
"passed","Mon Dec 12 16:05:11 CET 2022","Mon Dec 12 16:05:16 CET 2022","5679","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#4 User clicks on ""Be Aware Gambling"" link at Shop Welcome page","#4 User clicks on ""Be Aware Gambling"" link at Shop Welcome page",""
"passed","Mon Dec 12 16:09:32 CET 2022","Mon Dec 12 16:09:47 CET 2022","14924","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#17 User can open 'How loss limits work' modal. ","#17 User can open 'How loss limits work' modal. ",""
"passed","Mon Dec 12 16:16:21 CET 2022","Mon Dec 12 16:16:32 CET 2022","11358","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#14 Player inputs into the password fields should be masked by default.","#14 Player inputs into the password fields should be masked by default.",""
"passed","Mon Dec 12 16:07:50 CET 2022","Mon Dec 12 16:08:05 CET 2022","14828","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#9 User can successfully set a weekly loss limit if not already set ","#9 User can successfully set a weekly loss limit if not already set ",""
"passed","Mon Dec 12 16:14:20 CET 2022","Mon Dec 12 16:14:23 CET 2022","2958","","Slots page","","Slots page","#7 User hover the game card and click 'Play now' and login modal appears","#7 User hover the game card and click 'Play now' and login modal appears",""
"passed","Mon Dec 12 16:07:29 CET 2022","Mon Dec 12 16:07:42 CET 2022","13562","","My Account -> Deposit","","My Account -> Deposit","#6 Check user is able to select Sofort payment method and is provided with the correct information for this payment method ","#6 Check user is able to select Sofort payment method and is provided with the correct information for this payment method ",""
"passed","Mon Dec 12 16:10:27 CET 2022","Mon Dec 12 16:10:47 CET 2022","20240","","Spin Zone functionality testing","","Spin Zone functionality testing","#5 Player can open 'Deposit' modal","#5 Player can open 'Deposit' modal",""
"passed","Mon Dec 12 16:14:06 CET 2022","Mon Dec 12 16:14:18 CET 2022","11463","","UnsubscribePage","","UnsubscribePage","#1 Unsubscribe page is displayed with correct content.","#1 Unsubscribe page is displayed with correct content.",""
"failed","Mon Dec 12 16:19:15 CET 2022","Mon Dec 12 16:19:16 CET 2022","1029","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#40 Login form appears after press OPT IN CTA for OPT IN bonus of unauthenticated user.","#40 Login form appears after press OPT IN CTA for OPT IN bonus of unauthenticated user.",""
"passed","Mon Dec 12 16:10:46 CET 2022","Mon Dec 12 16:10:53 CET 2022","6810","","Registration > Step 4","","Registration > Step 4","#09 User can select multiple marketing preferences.","#09 User can select multiple marketing preferences.",""
"passed","Mon Dec 12 16:14:16 CET 2022","Mon Dec 12 16:14:20 CET 2022","3555","","Slots page","","Slots page","#6 User can hover mouse on game card and see all needed elements","#6 User can hover mouse on game card and see all needed elements",""
"passed","Mon Dec 12 16:06:20 CET 2022","Mon Dec 12 16:06:33 CET 2022","12839","","My Profile > Contact Details","","My Profile > Contact Details","#01 Player can view their contact details.","#01 Player can view their contact details.",""
"passed","Mon Dec 12 16:05:06 CET 2022","Mon Dec 12 16:05:20 CET 2022","14310","","Live Casino","","Live Casino","#15 User has logged in, card is displayed, user hover a mouse on that card, the primary CTA is PLAY NOW, user clicks/taps on CTA PLAY NOW then user go to the game.","#15 User has logged in, card is displayed, user hover a mouse on that card, the primary CTA is PLAY NOW, user clicks/taps on CTA PLAY NOW then user go to the game.",""
"passed","Mon Dec 12 16:04:20 CET 2022","Mon Dec 12 16:04:28 CET 2022","8033","","Log In","","Log In","#01 Player can open the Log In modal and is displayed with the correct fields.","#01 Player can open the Log In modal and is displayed with the correct fields.",""
"passed","Mon Dec 12 16:04:42 CET 2022","Mon Dec 12 16:04:55 CET 2022","13612","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#3 User can come to the Gamble Stop page from Responsible Gambling page","#3 User can come to the Gamble Stop page from Responsible Gambling page",""
"passed","Mon Dec 12 16:16:30 CET 2022","Mon Dec 12 16:16:40 CET 2022","10033","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#12 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.","#12 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.",""
"failed","Mon Dec 12 16:17:33 CET 2022","Mon Dec 12 16:17:45 CET 2022","11633","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#21 Player can open 'How deposit limits work' modal.","#21 Player can open 'How deposit limits work' modal.",""
"passed","Mon Dec 12 16:05:03 CET 2022","Mon Dec 12 16:05:20 CET 2022","16957","","Deep Link -> Change Password","","Deep Link -> Change Password","#2 Deep link to change password open login when not logged in before change password","#2 Deep link to change password open login when not logged in before change password",""
"passed","Mon Dec 12 16:10:01 CET 2022","Mon Dec 12 16:10:09 CET 2022","7884","","Registration > Step 3","","Registration > Step 3","#10 User cannot enter invalid characters into the Post Code field.","#10 User cannot enter invalid characters into the Post Code field.",""
"passed","Mon Dec 12 16:06:37 CET 2022","Mon Dec 12 16:06:55 CET 2022","18789","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#3 Player can cancel out of the 'Time Limit' modal.","#3 Player can cancel out of the 'Time Limit' modal.",""
"passed","Mon Dec 12 16:09:17 CET 2022","Mon Dec 12 16:09:32 CET 2022","14637","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#16 User can only enter numeric digits into the set Loss Limit field. ","#16 User can only enter numeric digits into the set Loss Limit field. ",""
"passed","Mon Dec 12 16:08:38 CET 2022","Mon Dec 12 16:08:41 CET 2022","2976","","Registration > Step 1","","Registration > Step 1","#07 User can not enter an invaild email address (no @ sign).","#07 User can not enter an invaild email address (no @ sign).",""
"passed","Mon Dec 12 16:09:51 CET 2022","Mon Dec 12 16:10:11 CET 2022","19312","","Spin Zone functionality testing","","Spin Zone functionality testing","#3 Player can close Game menu","#3 Player can close Game menu",""
"passed","Mon Dec 12 16:04:03 CET 2022","Mon Dec 12 16:04:22 CET 2022","18864","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#1 User can come to the Eyas Gaming page from Privacy Policy page","#1 User can come to the Eyas Gaming page from Privacy Policy page",""
"passed","Mon Dec 12 16:08:28 CET 2022","Mon Dec 12 16:08:33 CET 2022","4891","","Registration > Step 2","","Registration > Step 2","#03 First Name is a mandatory field.","#03 First Name is a mandatory field.",""
"passed","Mon Dec 12 16:06:55 CET 2022","Mon Dec 12 16:07:13 CET 2022","17886","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#4 Player cannot continue with 'Time Limit' if a limit is not selected.","#4 Player cannot continue with 'Time Limit' if a limit is not selected.",""
"passed","Mon Dec 12 16:15:19 CET 2022","Mon Dec 12 16:15:22 CET 2022","3001","","Home => Terms & Conditions","","Home => Terms & Conditions","#15 User can see the Deposits and Withdrawals section on terms and conditions page","#15 User can see the Deposits and Withdrawals section on terms and conditions page",""
"passed","Mon Dec 12 16:04:55 CET 2022","Mon Dec 12 16:05:15 CET 2022","19413","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#4 User can come to the ""Block Access to Gambling Websites and Apps Worldwide"" page from Responsible Gambling page","#4 User can come to the ""Block Access to Gambling Websites and Apps Worldwide"" page from Responsible Gambling page",""
"failed","Mon Dec 12 16:14:05 CET 2022","Mon Dec 12 16:14:24 CET 2022","18629","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#1 Player can select take a break menu item from 'Account Closure' and Take A Break contain is displayed.","#1 Player can select take a break menu item from 'Account Closure' and Take A Break contain is displayed.",""
"passed","Mon Dec 12 16:08:04 CET 2022","Mon Dec 12 16:08:13 CET 2022","9079","","Recover Password","","Recover Password","#02 Player cannot submit a blank email address on the recover password form.","#02 Player cannot submit a blank email address on the recover password form.",""
"passed","Mon Dec 12 16:05:27 CET 2022","Mon Dec 12 16:05:32 CET 2022","4108","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#7 User can come to the ""Be Gambling Aware"" site from the Shop Welcome page","#7 User can come to the ""Be Gambling Aware"" site from the Shop Welcome page",""
"passed","Mon Dec 12 16:15:28 CET 2022","Mon Dec 12 16:15:31 CET 2022","2607","","Home => Terms & Conditions","","Home => Terms & Conditions","#18 User can see the Anti-Money Laundering section on terms and conditions page","#18 User can see the Anti-Money Laundering section on terms and conditions page",""
"passed","Mon Dec 12 16:07:00 CET 2022","Mon Dec 12 16:07:18 CET 2022","17881","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#6 User can successfully update their loss limits in the Loss Limits Delete modal ","#6 User can successfully update their loss limits in the Loss Limits Delete modal ",""
"passed","Mon Dec 12 16:10:16 CET 2022","Mon Dec 12 16:10:24 CET 2022","7980","","Registration > Step 4","","Registration > Step 4","#13 User doesn`t click on confirm checkbox, tries to click success registration button and error text is shown.","#13 User doesn`t click on confirm checkbox, tries to click success registration button and error text is shown.",""
"passed","Mon Dec 12 16:13:59 CET 2022","Mon Dec 12 16:14:04 CET 2022","4073","","Slots page","","Slots page","#2 User can see hero banner carousel and can scroll it","#2 User can see hero banner carousel and can scroll it",""
"passed","Mon Dec 12 16:17:09 CET 2022","Mon Dec 12 16:17:19 CET 2022","9396","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#15 Player can continue with chosen 2 years option to 'Self Exclusion' and confirming modal should display.","#15 Player can continue with chosen 2 years option to 'Self Exclusion' and confirming modal should display.",""
"passed","Mon Dec 12 16:05:36 CET 2022","Mon Dec 12 16:05:54 CET 2022","18093","","Inbox functionality testing","","Inbox functionality testing","#7 Player can mark a message as read using the message options, removing the new badge from a message and decreasing the unread message count badge","#7 Player can mark a message as read using the message options, removing the new badge from a message and decreasing the unread message count badge",""
"passed","Mon Dec 12 16:09:16 CET 2022","Mon Dec 12 16:09:25 CET 2022","9487","","Registration > Step 4","","Registration > Step 4","#07 User can opt in to receive Phone marketing preferences.","#07 User can opt in to receive Phone marketing preferences.",""
"passed","Mon Dec 12 16:14:43 CET 2022","Mon Dec 12 16:15:06 CET 2022","23190","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#3 Player can press 'Back' button of the 'Take A Break' modal and then should be displayed previous step.","#3 Player can press 'Back' button of the 'Take A Break' modal and then should be displayed previous step.",""
"passed","Mon Dec 12 16:09:32 CET 2022","Mon Dec 12 16:09:51 CET 2022","19735","","Spin Zone functionality testing","","Spin Zone functionality testing","#2 Player can see Resume Game button in the top left of the screen","#2 Player can see Resume Game button in the top left of the screen",""
"passed","Mon Dec 12 16:15:23 CET 2022","Mon Dec 12 16:15:38 CET 2022","15844","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#5 Player can choose 24 hours option for 'Take A Break' and this option should be selected.","#5 Player can choose 24 hours option for 'Take A Break' and this option should be selected.",""
"passed","Mon Dec 12 16:15:32 CET 2022","Mon Dec 12 16:15:47 CET 2022","14878","","Homepage","","Homepage","#8 Cash amount is updated correctly in the dropdown details when cash balance is adjusted","#8 Cash amount is updated correctly in the dropdown details when cash balance is adjusted",""
"passed","Mon Dec 12 16:18:21 CET 2022","Mon Dec 12 16:18:34 CET 2022","12720","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#23 User can click on the terms and conditions link and the terms and all sections of conditions are displayed for deposit bonus.","#23 User can click on the terms and conditions link and the terms and all sections of conditions are displayed for deposit bonus.",""
"passed","Mon Dec 12 16:07:32 CET 2022","Mon Dec 12 16:07:53 CET 2022","21367","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#6 Player can successfully set a 'Time Limit'.","#6 Player can successfully set a 'Time Limit'.",""
"passed","Mon Dec 12 16:15:35 CET 2022","Mon Dec 12 16:15:46 CET 2022","11721","","UnsubscribePage","","UnsubscribePage","#7 User can click on ‘Continue’ button in the ‘Re-subscribe’ success window and the Home page will be displayed.","#7 User can click on ‘Continue’ button in the ‘Re-subscribe’ success window and the Home page will be displayed.",""
"passed","Mon Dec 12 16:03:51 CET 2022","Mon Dec 12 16:03:52 CET 2022","1537","","User come to the 'Planned Maintenance' error page","","User come to the 'Planned Maintenance' error page","#2 User can come to the Home page from ""Planned Maintenance"" error page","#2 User can come to the Home page from ""Planned Maintenance"" error page",""
"passed","Mon Dec 12 16:07:29 CET 2022","Mon Dec 12 16:07:43 CET 2022","14038","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#2 Player can edit their preferences and exit using the x close button within the modal discarding changes","#2 Player can edit their preferences and exit using the x close button within the modal discarding changes",""
"passed","Mon Dec 12 16:06:43 CET 2022","Mon Dec 12 16:07:00 CET 2022","16918","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#5 User can close the Loss Limits Delete modal ","#5 User can close the Loss Limits Delete modal ",""
"passed","Mon Dec 12 16:08:58 CET 2022","Mon Dec 12 16:09:17 CET 2022","19281","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#15 User can submit a blank value in the Loss Limit. ","#15 User can submit a blank value in the Loss Limit. ",""
"passed","Mon Dec 12 16:08:47 CET 2022","Mon Dec 12 16:08:51 CET 2022","3293","","Registration > Step 1","","Registration > Step 1","#12 User can successfully enter email address with local domain (.de).","#12 User can successfully enter email address with local domain (.de).",""
"passed","Mon Dec 12 16:19:14 CET 2022","Mon Dec 12 16:19:15 CET 2022","1211","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#39 User can click see full terms CTA and go to Term and Conditions.","#39 User can click see full terms CTA and go to Term and Conditions.",""
"passed","Mon Dec 12 16:05:13 CET 2022","Mon Dec 12 16:05:27 CET 2022","14356","","Deep Link -> Deposit Limits","","Deep Link -> Deposit Limits","#2 Deep link to deposit limits open login when not logged in before deposit limits","#2 Deep link to deposit limits open login when not logged in before deposit limits",""
"passed","Mon Dec 12 16:15:31 CET 2022","Mon Dec 12 16:15:34 CET 2022","2600","","Home => Terms & Conditions","","Home => Terms & Conditions","#19 User can see the Inactive Customer Accounts section on terms and conditions page","#19 User can see the Inactive Customer Accounts section on terms and conditions page",""
"passed","Mon Dec 12 16:09:23 CET 2022","Mon Dec 12 16:09:42 CET 2022","19347","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly","#9 Player can unselect all preferences using the select all toggle (select all toggle already active), which upon saving updates the account area accordingly",""
"passed","Mon Dec 12 16:16:46 CET 2022","Mon Dec 12 16:17:05 CET 2022","18673","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#16 User can opt in bonus and get confirmation modal with all sections.","#16 User can opt in bonus and get confirmation modal with all sections.",""
"passed","Mon Dec 12 16:10:45 CET 2022","Mon Dec 12 16:10:50 CET 2022","5337","","Registration > Step 3","","Registration > Step 3","#16 Country Code is populated by default.","#16 Country Code is populated by default.",""
"failed","Mon Dec 12 16:14:00 CET 2022","Mon Dec 12 16:14:08 CET 2022","7938","","404 error page functionality testing.","","404 error page functionality testing.","#3 All elements are persisted on 404 error page.","#3 All elements are persisted on 404 error page.",""
"passed","Mon Dec 12 16:05:16 CET 2022","Mon Dec 12 16:05:25 CET 2022","8205","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#5 User try to click on PLAY CTA of Popular game at Shop Welcome page","#5 User try to click on PLAY CTA of Popular game at Shop Welcome page",""
"passed","Mon Dec 12 16:15:20 CET 2022","Mon Dec 12 16:15:32 CET 2022","11943","","Homepage","","Homepage","#7 Balance preview updates correctly upon refresh when a users balance is adjusted","#7 Balance preview updates correctly upon refresh when a users balance is adjusted",""
"passed","Mon Dec 12 16:16:25 CET 2022","Mon Dec 12 16:16:35 CET 2022","10011","","Homepage","","Homepage","#12 Balance preview correctly displays £0.00 if user has no balance","#12 Balance preview correctly displays £0.00 if user has no balance",""
"passed","Mon Dec 12 16:06:33 CET 2022","Mon Dec 12 16:06:49 CET 2022","16054","","My Profile > Contact Details","","My Profile > Contact Details","#02 Player can select to edit their telephone number and be presented with an edit modal.","#02 Player can select to edit their telephone number and be presented with an edit modal.",""
"passed","Mon Dec 12 16:06:10 CET 2022","Mon Dec 12 16:06:39 CET 2022","28672","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#9 After click one of the links from 'Website Visitors', the user should see new page.","#9 After click one of the links from 'Website Visitors', the user should see new page.",""
"passed","Mon Dec 12 16:08:20 CET 2022","Mon Dec 12 16:08:40 CET 2022","19858","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#13 User cannot set a Loss Limit lower than the minimum amount. ","#13 User cannot set a Loss Limit lower than the minimum amount. ",""
"passed","Mon Dec 12 16:16:25 CET 2022","Mon Dec 12 16:16:35 CET 2022","10495","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#14 User can click OPT IN primary CTA in more info details page and get confirmation modal with all sections.","#14 User can click OPT IN primary CTA in more info details page and get confirmation modal with all sections.",""
"passed","Mon Dec 12 16:04:59 CET 2022","Mon Dec 12 16:05:04 CET 2022","4720","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#2 User try to Join at Shop Welcome page","#2 User try to Join at Shop Welcome page",""
"failed","Mon Dec 12 16:16:16 CET 2022","Mon Dec 12 16:16:26 CET 2022","10361","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#11 Player can successfully set a weekly deposit limit if not already set.","#11 Player can successfully set a weekly deposit limit if not already set.",""
"passed","Mon Dec 12 16:06:08 CET 2022","Mon Dec 12 16:06:21 CET 2022","12596","","Inbox functionality testing","","Inbox functionality testing","#9 Player is presented with an updated list of messages when clicking view more button","#9 Player is presented with an updated list of messages when clicking view more button",""
"passed","Mon Dec 12 16:18:34 CET 2022","Mon Dec 12 16:18:48 CET 2022","13961","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#24 User can close deposit bonus modal, remove display bonus modal and return to the launch screen.","#24 User can close deposit bonus modal, remove display bonus modal and return to the launch screen.",""
"passed","Mon Dec 12 16:14:17 CET 2022","Mon Dec 12 16:14:28 CET 2022","10982","","404 error page functionality testing.","","404 error page functionality testing.","#7 Player can click ""Deposit"" button and open Deposit window.","#7 Player can click ""Deposit"" button and open Deposit window.",""
"passed","Mon Dec 12 16:05:25 CET 2022","Mon Dec 12 16:05:27 CET 2022","2986","","Landing Page/Shop Welcome page","","Landing Page/Shop Welcome page","#6 User can click on the WELCOME BONUS FULL TERMS AND CONDITIONS","#6 User can click on the WELCOME BONUS FULL TERMS AND CONDITIONS",""
"passed","Mon Dec 12 16:14:11 CET 2022","Mon Dec 12 16:14:26 CET 2022","15085","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#1 Player can close the Change Password modal.","#1 Player can close the Change Password modal.",""
"failed","Mon Dec 12 16:17:45 CET 2022","Mon Dec 12 16:17:59 CET 2022","13914","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#22 Player can close 'How deposit limits work' modal.","#22 Player can close 'How deposit limits work' modal.",""
