"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 01 13:39:51 CET 2022","Tue Nov 01 13:40:08 CET 2022","16902","","My Profile > Contact Details","","My Profile > Contact Details","#06 Player can update country code number.","#06 Player can update country code number.",""
"passed","Tue Nov 01 14:02:05 CET 2022","Tue Nov 01 14:02:26 CET 2022","21236","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#20 Player can close 'History' modal.","#20 Player can close 'History' modal.",""
"passed","Tue Nov 01 13:39:57 CET 2022","Tue Nov 01 13:40:11 CET 2022","13817","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#2 Player can edit their preferences and exit using the x close button within the modal discarding changes","#2 Player can edit their preferences and exit using the x close button within the modal discarding changes",""
"failed","Tue Nov 01 14:03:42 CET 2022","Tue Nov 01 14:04:10 CET 2022","27409","","UnsubscribePage","","UnsubscribePage","#2 User can click on ‘I’ve changed my mind’ button and go to home page.","#2 User can click on ‘I’ve changed my mind’ button and go to home page.",""
"passed","Tue Nov 01 13:41:38 CET 2022","Tue Nov 01 13:41:49 CET 2022","10393","","Recover Password","","Recover Password","#08 Player can submit an email address which does not exist and still receives a success message on submitting the recover password form.","#08 Player can submit an email address which does not exist and still receives a success message on submitting the recover password form.",""
"passed","Tue Nov 01 13:30:16 CET 2022","Tue Nov 01 13:30:18 CET 2022","2307","","User come to the 'Planned Maintenance' error page","","User come to the 'Planned Maintenance' error page","#0 User come to the ""Planned Maintenance"" error page","#0 User come to the ""Planned Maintenance"" error page",""
"passed","Tue Nov 01 14:04:04 CET 2022","Tue Nov 01 14:04:15 CET 2022","11108","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#8 Active promotions are excluded from the promotions section.","#8 Active promotions are excluded from the promotions section.",""
"passed","Tue Nov 01 13:30:27 CET 2022","Tue Nov 01 13:30:29 CET 2022","2450","","Expired Link Error","","Expired Link Error","#3 User can come to the Home page from ""Expired Link"" error page. ","#3 User can come to the Home page from ""Expired Link"" error page. ",""
"passed","Tue Nov 01 14:05:18 CET 2022","Tue Nov 01 14:05:29 CET 2022","11789","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#15 User can press Back CTA for More Info page and be taken to the list of promotions.","#15 User can press Back CTA for More Info page and be taken to the list of promotions.",""
"passed","Tue Nov 01 14:08:11 CET 2022","Tue Nov 01 14:08:14 CET 2022","2395","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#42 Login form appears after press CLAIM CTA for CLAIM bonus of unauthenticated user.","#42 Login form appears after press CLAIM CTA for CLAIM bonus of unauthenticated user.",""
"passed","Tue Nov 01 13:30:19 CET 2022","Tue Nov 01 13:30:21 CET 2022","1354","","User come to the 'Planned Maintenance' error page","","User come to the 'Planned Maintenance' error page","#2 User can come to the Home page from ""Planned Maintenance"" error page","#2 User can come to the Home page from ""Planned Maintenance"" error page",""
"passed","Tue Nov 01 14:06:31 CET 2022","Tue Nov 01 14:06:45 CET 2022","13046","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#21 User can click on the terms and conditions link and the terms and conditions are displayed for deposit bonus.","#21 User can click on the terms and conditions link and the terms and conditions are displayed for deposit bonus.",""
"passed","Tue Nov 01 13:58:58 CET 2022","Tue Nov 01 13:59:13 CET 2022","15693","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#5 Player can open the Deposit Limits Edit modal on edit icon click.","#5 Player can open the Deposit Limits Edit modal on edit icon click.",""
"passed","Tue Nov 01 13:56:19 CET 2022","Tue Nov 01 13:56:22 CET 2022","3678","","Footer functionality testing","","Footer functionality testing","#2 Player can see payment logos","#2 Player can see payment logos",""
"failed","Tue Nov 01 13:56:59 CET 2022","Tue Nov 01 13:57:05 CET 2022","6039","","Live Casino","","Live Casino","#16 User has logged in, card is displayed, user hover a mouse on that card, the secondary CTA is INFO, user clicks/taps on CTA INFO, user go to info page of the game, user click on CTA PLAY GAME then user go to the game.","#16 User has logged in, card is displayed, user hover a mouse on that card, the secondary CTA is INFO, user clicks/taps on CTA INFO, user go to info page of the game, user click on CTA PLAY GAME then user go to the game.",""
"passed","Tue Nov 01 14:02:47 CET 2022","Tue Nov 01 14:03:08 CET 2022","20939","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#18 User can close 'How loss limits work' modal. ","#18 User can close 'How loss limits work' modal. ",""
"failed","Tue Nov 01 14:11:05 CET 2022","Tue Nov 01 14:12:08 CET 2022","62614","","Homepage","","Homepage","#13 Balance details still correctly display balance of £0.00 if user has no cash balance","#13 Balance details still correctly display balance of £0.00 if user has no cash balance",""
"passed","Tue Nov 01 13:41:56 CET 2022","Tue Nov 01 13:42:02 CET 2022","5435","","Registration > Step 1","","Registration > Step 1","#07 User can not enter an invaild email address (no @ sign).","#07 User can not enter an invaild email address (no @ sign).",""
"passed","Tue Nov 01 14:00:38 CET 2022","Tue Nov 01 14:00:55 CET 2022","17820","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#6 Player can choose 1 week option for 'Take A Break' and this option should be selected.","#6 Player can choose 1 week option for 'Take A Break' and this option should be selected.",""
"passed","Tue Nov 01 13:43:02 CET 2022","Tue Nov 01 13:43:21 CET 2022","18473","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#13 Player can uneselect just post preferences using the post toggle (post already toggled on), which upon saving updates the account area accordingly","#13 Player can uneselect just post preferences using the post toggle (post already toggled on), which upon saving updates the account area accordingly",""
"passed","Tue Nov 01 13:33:07 CET 2022","Tue Nov 01 13:33:15 CET 2022","8371","","Inbox functionality testing","","Inbox functionality testing","#15 Player is presented with an Empty Inbox image if the Inbox is empty (rather than a heading & message list)","#15 Player is presented with an Empty Inbox image if the Inbox is empty (rather than a heading & message list)",""
"passed","Tue Nov 01 13:56:47 CET 2022","Tue Nov 01 13:56:50 CET 2022","2526","","Live Casino","","Live Casino","#14 All available categories will be displayed and user click/taps on category then user go to the category.","#14 All available categories will be displayed and user click/taps on category then user go to the category.",""
"passed","Tue Nov 01 13:45:57 CET 2022","Tue Nov 01 13:46:08 CET 2022","10859","","Registration > Step 3","","Registration > Step 3","#18 Country Code is populated by default.","#18 Country Code is populated by default.",""
"failed","Tue Nov 01 13:51:58 CET 2022","Tue Nov 01 13:53:01 CET 2022","62703","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#13 Player cannot continue to next step if their new password does not meet the minimum password requirements.","#13 Player cannot continue to next step if their new password does not meet the minimum password requirements.",""
"passed","Tue Nov 01 14:07:02 CET 2022","Tue Nov 01 14:07:15 CET 2022","13139","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#23 User can click on the terms and conditions link and the terms and all sections of conditions are displayed for deposit bonus.","#23 User can click on the terms and conditions link and the terms and all sections of conditions are displayed for deposit bonus.",""
"passed","Tue Nov 01 13:44:28 CET 2022","Tue Nov 01 13:44:42 CET 2022","14125","","Registration > Step 3","","Registration > Step 3","#09 User cannot enter invalid characters into the City field.","#09 User cannot enter invalid characters into the City field.",""
"passed","Tue Nov 01 13:45:40 CET 2022","Tue Nov 01 13:45:53 CET 2022","12785","","Registration > Step 4","","Registration > Step 4","#03 User can opt in to receive All marketing preferences.","#03 User can opt in to receive All marketing preferences.",""
"failed","Tue Nov 01 14:02:34 CET 2022","Tue Nov 01 14:03:40 CET 2022","65619","","Homepage","","Homepage","#5 The details balance card is dismissed when the user clicks outside the modal","#5 The details balance card is dismissed when the user clicks outside the modal",""
"passed","Tue Nov 01 13:45:19 CET 2022","Tue Nov 01 13:45:40 CET 2022","20777","","Registration > Step 4","","Registration > Step 4","#13 User doesn`t click on confirm checkbox, tries to click success registration button and error text is shown.","#13 User doesn`t click on confirm checkbox, tries to click success registration button and error text is shown.",""
"passed","Tue Nov 01 13:42:24 CET 2022","Tue Nov 01 13:42:44 CET 2022","20086","","My Profile > Communications Preferences","","My Profile > Communications Preferences","#11 Player can uneselect just text preferences using the text toggle (text already toggled on), which upon saving updates the account area accordingly","#11 Player can uneselect just text preferences using the text toggle (text already toggled on), which upon saving updates the account area accordingly",""
"passed","Tue Nov 01 14:01:14 CET 2022","Tue Nov 01 14:01:32 CET 2022","18758","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#8 Player can choose 6 weeks option for 'Take A Break' and this option should be selected.","#8 Player can choose 6 weeks option for 'Take A Break' and this option should be selected.",""
"passed","Tue Nov 01 13:43:50 CET 2022","Tue Nov 01 13:44:04 CET 2022","13797","","Registration > Step 4","","Registration > Step 4","#06 User can opt in to receive Post marketing preferences.","#06 User can opt in to receive Post marketing preferences.",""
"passed","Tue Nov 01 13:57:12 CET 2022","Tue Nov 01 13:57:24 CET 2022","11994","","Deep Link -> Play Reminders","","Deep Link -> Play Reminders","#1 Deep link to play reminders opens when logged in","#1 Deep link to play reminders opens when logged in",""
"failed","Tue Nov 01 14:05:54 CET 2022","Tue Nov 01 14:06:20 CET 2022","26329","","Spin Zone functionality testing","","Spin Zone functionality testing","#7 Player can see recently played games","#7 Player can see recently played games",""
"passed","Tue Nov 01 13:32:47 CET 2022","Tue Nov 01 13:32:57 CET 2022","10152","","Inbox functionality testing","","Inbox functionality testing","#13 Unread message count is not present on Inbox navigation bar icon if no messages","#13 Unread message count is not present on Inbox navigation bar icon if no messages",""
"passed","Tue Nov 01 13:59:03 CET 2022","Tue Nov 01 13:59:22 CET 2022","19641","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#6 User can successfully update their loss limits in the Loss Limits Delete modal ","#6 User can successfully update their loss limits in the Loss Limits Delete modal ",""
"passed","Tue Nov 01 13:31:47 CET 2022","Tue Nov 01 13:31:54 CET 2022","7080","","Log In","","Log In","#01 Player can open the Log In modal and is displayed with the correct fields.","#01 Player can open the Log In modal and is displayed with the correct fields.",""
"passed","Tue Nov 01 13:30:43 CET 2022","Tue Nov 01 13:30:48 CET 2022","5522","","Expired Link Error","","Expired Link Error","#9 User can click on 'Back to Login' and open Login window and successfully login.","#9 User can click on 'Back to Login' and open Login window and successfully login.",""
"passed","Tue Nov 01 13:43:04 CET 2022","Tue Nov 01 13:43:20 CET 2022","16207","","Registration > Step 3","","Registration > Step 3","#02 User can navigate back to the previous step.","#02 User can navigate back to the previous step.",""
"failed","Tue Nov 01 13:56:44 CET 2022","Tue Nov 01 13:56:54 CET 2022","9772","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#1 User can come to the Eyas Gaming page from Privacy Policy page","#1 User can come to the Eyas Gaming page from Privacy Policy page",""
"skipped","Tue Nov 01 13:59:32 CET 2022","Tue Nov 01 13:59:32 CET 2022","0","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#6 Player can select a reason for taking self exclusion the drop down menu.","#6 Player can select a reason for taking self exclusion the drop down menu.",""
"passed","Tue Nov 01 14:03:43 CET 2022","Tue Nov 01 14:03:53 CET 2022","9931","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#6 Active promotion is excluded from the featured section.","#6 Active promotion is excluded from the featured section.",""
"failed","Tue Nov 01 13:58:26 CET 2022","Tue Nov 01 13:58:30 CET 2022","4411","","Home => Terms & Conditions","","Home => Terms & Conditions","#25 User can see the Complaints and disputes section on terms and conditions page","#25 User can see the Complaints and disputes section on terms and conditions page",""
"passed","Tue Nov 01 13:56:18 CET 2022","Tue Nov 01 13:56:21 CET 2022","3560","","404 error page functionality testing.","","404 error page functionality testing.","#2 Player can click ""Go to lobby"" button and after that it will redirect to Home page.","#2 Player can click ""Go to lobby"" button and after that it will redirect to Home page.",""
"passed","Tue Nov 01 13:57:45 CET 2022","Tue Nov 01 13:58:02 CET 2022","16876","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#1 Player can view their deposit limits.","#1 Player can view their deposit limits.",""
"passed","Tue Nov 01 14:06:16 CET 2022","Tue Nov 01 14:06:31 CET 2022","15339","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#20 Error message is displayed after user enters amount that is less than the qualification amount for deposit bonus.","#20 Error message is displayed after user enters amount that is less than the qualification amount for deposit bonus.",""
"passed","Tue Nov 01 13:41:22 CET 2022","Tue Nov 01 13:41:28 CET 2022","6500","","Registration > Step 1","","Registration > Step 1","#03 User is prompted with the 'Account already exists' drawer if they enter an email address that already exists.","#03 User is prompted with the 'Account already exists' drawer if they enter an email address that already exists.",""
"passed","Tue Nov 01 13:58:02 CET 2022","Tue Nov 01 13:58:16 CET 2022","14415","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#2 Player is displayed 'Set Deposit Limit' text if no deposit limits are set.","#2 Player is displayed 'Set Deposit Limit' text if no deposit limits are set.",""
"passed","Tue Nov 01 13:58:30 CET 2022","Tue Nov 01 13:58:36 CET 2022","5848","","Home => Terms & Conditions","","Home => Terms & Conditions","#26 User can see the Miscellaneous section on terms and conditions page","#26 User can see the Miscellaneous section on terms and conditions page",""
"passed","Tue Nov 01 14:03:35 CET 2022","Tue Nov 01 14:03:54 CET 2022","18460","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#15 Player can close the take a break modal.","#15 Player can close the take a break modal.",""
"failed","Tue Nov 01 14:02:33 CET 2022","Tue Nov 01 14:02:54 CET 2022","20741","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#12 Player can continue with chosen 6 weeks option to 'Take A Break' and confirming modal should display.","#12 Player can continue with chosen 6 weeks option to 'Take A Break' and confirming modal should display.",""
"passed","Tue Nov 01 13:57:23 CET 2022","Tue Nov 01 13:57:37 CET 2022","14174","","Deep Link -> Deposit Limits","","Deep Link -> Deposit Limits","#2 Deep link to deposit limits open login when not logged in before deposit limits","#2 Deep link to deposit limits open login when not logged in before deposit limits",""
"failed","Tue Nov 01 14:05:48 CET 2022","Tue Nov 01 14:06:51 CET 2022","63292","","Homepage","","Homepage","#8 Cash amount is updated correctly in the dropdown details when cash balance is adjusted","#8 Cash amount is updated correctly in the dropdown details when cash balance is adjusted",""
"passed","Tue Nov 01 13:44:13 CET 2022","Tue Nov 01 13:44:18 CET 2022","5768","","Slots page","","Slots page","#10 User hover the game card and click on it and login modal appears","#10 User hover the game card and click on it and login modal appears",""
"failed","Tue Nov 01 13:58:41 CET 2022","Tue Nov 01 13:58:49 CET 2022","8133","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#11 The user can use for Malta contact@eyasgaming.com e-mail","#11 The user can use for Malta contact@eyasgaming.com e-mail",""
"failed","Tue Nov 01 14:01:36 CET 2022","Tue Nov 01 14:01:49 CET 2022","12456","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#18 Player can submit a blank value in the Deposit Limits.","#18 Player can submit a blank value in the Deposit Limits.",""
"failed","Tue Nov 01 14:03:40 CET 2022","Tue Nov 01 14:04:44 CET 2022","64043","","Homepage","","Homepage","#6 The details balance card is dismissed when the user clicks and drags the footer","#6 The details balance card is dismissed when the user clicks and drags the footer",""
"passed","Tue Nov 01 13:59:13 CET 2022","Tue Nov 01 13:59:34 CET 2022","20096","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#6 Player can close the Deposit Limits Edit modal","#6 Player can close the Deposit Limits Edit modal",""
"passed","Tue Nov 01 13:58:16 CET 2022","Tue Nov 01 13:58:21 CET 2022","5894","","Home => Terms & Conditions","","Home => Terms & Conditions","#23 User can see the Intellectual Property section on terms and conditions page","#23 User can see the Intellectual Property section on terms and conditions page",""
"failed","Tue Nov 01 14:00:14 CET 2022","Tue Nov 01 14:01:20 CET 2022","65758","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#10 User can successfully set a monthly loss limit if not already set ","#10 User can successfully set a monthly loss limit if not already set ",""
"passed","Tue Nov 01 13:42:40 CET 2022","Tue Nov 01 13:42:48 CET 2022","8115","","Registration > Step 2","","Registration > Step 2","#08 User cannot enter invalid characters into step 2 name input fields.","#08 User cannot enter invalid characters into step 2 name input fields.",""
"passed","Tue Nov 01 14:02:54 CET 2022","Tue Nov 01 14:03:17 CET 2022","23152","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#13 Player can choose to view the 'Self Exclusion' service from the 'Take A Break' modal.","#13 Player can choose to view the 'Self Exclusion' service from the 'Take A Break' modal.",""
"failed","Tue Nov 01 14:03:15 CET 2022","Tue Nov 01 14:03:42 CET 2022","27215","","UnsubscribePage","","UnsubscribePage","#1 Unsubscribe page is displayed with correct content.","#1 Unsubscribe page is displayed with correct content.",""
"passed","Tue Nov 01 14:00:56 CET 2022","Tue Nov 01 14:01:13 CET 2022","16878","","My Account > Gambling Controls > Deposit Limits","","My Account > Gambling Controls > Deposit Limits","#12 Player can successfully set a monthly deposit limit if not already set.","#12 Player can successfully set a monthly deposit limit if not already set.",""
"passed","Tue Nov 01 13:42:13 CET 2022","Tue Nov 01 13:42:20 CET 2022","6513","","Registration > Step 1","","Registration > Step 1","#12 User can successfully enter email address with local domain (.de).","#12 User can successfully enter email address with local domain (.de).",""
"passed","Tue Nov 01 13:44:30 CET 2022","Tue Nov 01 13:44:42 CET 2022","12709","","Slots page","","Slots page","#14 User logged in and hover the game card and click on CTA ""PLAY NOW"" and go to game page","#14 User logged in and hover the game card and click on CTA ""PLAY NOW"" and go to game page",""
"failed","Tue Nov 01 14:05:27 CET 2022","Tue Nov 01 14:05:54 CET 2022","26674","","Spin Zone functionality testing","","Spin Zone functionality testing","#6 Player can see total bonus balance","#6 Player can see total bonus balance",""
"passed","Tue Nov 01 13:30:18 CET 2022","Tue Nov 01 13:30:19 CET 2022","1174","","User come to the 'Planned Maintenance' error page","","User come to the 'Planned Maintenance' error page","#1 Content of ""Planned Maintenance"" error page","#1 Content of ""Planned Maintenance"" error page",""
"failed","Tue Nov 01 13:57:33 CET 2022","Tue Nov 01 13:57:39 CET 2022","5737","","404 error page functionality testing.","","404 error page functionality testing.","#6 Player can click ""Login"" button, open login window and successfully login.","#6 Player can click ""Login"" button, open login window and successfully login.",""
"failed","Tue Nov 01 14:01:16 CET 2022","Tue Nov 01 14:01:34 CET 2022","18228","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#13 Player can continue with chosen 12 months option to 'Self Exclusion' and confirming modal should display.","#13 Player can continue with chosen 12 months option to 'Self Exclusion' and confirming modal should display.",""
"failed","Tue Nov 01 13:53:01 CET 2022","Tue Nov 01 13:54:03 CET 2022","62681","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#14 Player inputs into the password fields should be masked by default.","#14 Player inputs into the password fields should be masked by default.",""
"passed","Tue Nov 01 13:32:03 CET 2022","Tue Nov 01 13:32:13 CET 2022","9413","","Log In","","Log In","#03 Password field is a mandatory field.","#03 Password field is a mandatory field.",""
"failed","Tue Nov 01 13:56:16 CET 2022","Tue Nov 01 13:56:25 CET 2022","8635","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#0 User can come to the Responsible Gambling page","#0 User can come to the Responsible Gambling page",""
"passed","Tue Nov 01 13:44:52 CET 2022","Tue Nov 01 13:45:02 CET 2022","10262","","Slots page","","Slots page","#16 User logged in hover the game card  and click on CTA ""INFO"" and go to INFO page and click on ""PLAY NOW"" and see game page","#16 User logged in hover the game card  and click on CTA ""INFO"" and go to INFO page and click on ""PLAY NOW"" and see game page",""
"passed","Tue Nov 01 13:31:53 CET 2022","Tue Nov 01 13:32:03 CET 2022","9644","","Inbox functionality testing","","Inbox functionality testing","#9 Player is presented with an updated list of messages when clicking view more button","#9 Player is presented with an updated list of messages when clicking view more button",""
"passed","Tue Nov 01 13:41:03 CET 2022","Tue Nov 01 13:41:08 CET 2022","5283","","Registration > Step 1","","Registration > Step 1","#01 User is displayed the correct content and input fields for Step 1.","#01 User is displayed the correct content and input fields for Step 1.",""
"passed","Tue Nov 01 13:30:38 CET 2022","Tue Nov 01 13:30:43 CET 2022","4528","","Expired Link Error","","Expired Link Error","#8 User can enter an email and reset the password (Sent button with a tick will be displayed).","#8 User can enter an email and reset the password (Sent button with a tick will be displayed).",""
"failed","Tue Nov 01 13:40:09 CET 2022","Tue Nov 01 13:41:14 CET 2022","65287","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#2 Player can cancel out of the Change Password modal.","#2 Player can cancel out of the Change Password modal.",""
"failed","Tue Nov 01 14:04:44 CET 2022","Tue Nov 01 14:05:48 CET 2022","63990","","Homepage","","Homepage","#7 Balance preview updates correctly upon refresh when a users balance is adjusted","#7 Balance preview updates correctly upon refresh when a users balance is adjusted",""
"passed","Tue Nov 01 14:00:55 CET 2022","Tue Nov 01 14:01:14 CET 2022","18171","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#7 Player can choose 4 weeks option for 'Take A Break' and this option should be selected.","#7 Player can choose 4 weeks option for 'Take A Break' and this option should be selected.",""
"passed","Tue Nov 01 13:59:35 CET 2022","Tue Nov 01 13:59:55 CET 2022","20418","","My Account > Gambling Controls > Account Closure > Take A Break","","My Account > Gambling Controls > Account Closure > Take A Break","#3 Player can press 'Back' button of the 'Take A Break' modal and then should be displayed previous step.","#3 Player can press 'Back' button of the 'Take A Break' modal and then should be displayed previous step.",""
"passed","Tue Nov 01 13:41:08 CET 2022","Tue Nov 01 13:41:15 CET 2022","6985","","Registration > Step 1","","Registration > Step 1","#01.1 User can leave the registration process by clicking the Home link and click 'Yes I want to leave'.","#01.1 User can leave the registration process by clicking the Home link and click 'Yes I want to leave'.",""
"failed","Tue Nov 01 14:00:22 CET 2022","Tue Nov 01 14:01:29 CET 2022","66415","","Homepage","","Homepage","#3 The detailed balance card is shown when the dropdown chevron is clicked","#3 The detailed balance card is shown when the dropdown chevron is clicked",""
"passed","Tue Nov 01 14:03:20 CET 2022","Tue Nov 01 14:03:32 CET 2022","11501","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#3 Active promotions are displayed in correct order.","#3 Active promotions are displayed in correct order.",""
"passed","Tue Nov 01 13:56:53 CET 2022","Tue Nov 01 13:57:05 CET 2022","11723","","Home page => Responsible Gambling page","","Home page => Responsible Gambling page","#4 User can come to the ""Block Access to Gambling Websites and Apps Worldwide"" page from Responsible Gambling page","#4 User can come to the ""Block Access to Gambling Websites and Apps Worldwide"" page from Responsible Gambling page",""
"passed","Tue Nov 01 13:56:26 CET 2022","Tue Nov 01 13:56:31 CET 2022","4417","","Live Casino","","Live Casino","#10 Card is displayed, user hover a mouse on that card then the primary CTA will be PLAY NOW, the secondary CTA will be INFO icon","#10 Card is displayed, user hover a mouse on that card then the primary CTA will be PLAY NOW, the secondary CTA will be INFO icon",""
"passed","Tue Nov 01 13:59:08 CET 2022","Tue Nov 01 13:59:16 CET 2022","7645","","Homepage","","Homepage","#1 Player can navigate to the registration page via the 'Join'.","#1 Player can navigate to the registration page via the 'Join'.",""
"passed","Tue Nov 01 13:59:39 CET 2022","Tue Nov 01 13:59:55 CET 2022","15783","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#8 User can successfully set a daily loss limit if not already set ","#8 User can successfully set a daily loss limit if not already set ",""
"passed","Tue Nov 01 14:03:32 CET 2022","Tue Nov 01 14:03:43 CET 2022","11231","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Blocks of promotions.","#5 Featured promotions are displayed in correct order.","#5 Featured promotions are displayed in correct order.",""
"passed","Tue Nov 01 13:35:10 CET 2022","Tue Nov 01 13:35:25 CET 2022","15383","","My Account > Gambling Controls > Play Reminders","","My Account > Gambling Controls > Play Reminders","#4 Player cannot continue with 'Time Limit' if a limit is not selected.","#4 Player cannot continue with 'Time Limit' if a limit is not selected.",""
"passed","Tue Nov 01 13:32:13 CET 2022","Tue Nov 01 13:32:21 CET 2022","8724","","Log In","","Log In","#04 Player cannot submit blank details on the Login Form.","#04 Player cannot submit blank details on the Login Form.",""
"skipped","Tue Nov 01 14:03:15 CET 2022","Tue Nov 01 14:03:15 CET 2022","7","","My Account > Gambling Controls > Account Closure > Self Exclusion","","My Account > Gambling Controls > Account Closure > Self Exclusion","#19 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.","#19 Player can continue with chosen 6 months option to 'Self Exclusion' and confirming modal should display.",""
"passed","Tue Nov 01 13:44:54 CET 2022","Tue Nov 01 13:45:05 CET 2022","10799","","Registration > Step 3","","Registration > Step 3","#14 User can enter valid details on Step 3 and progress to Step 4 of the registration process.","#14 User can enter valid details on Step 3 and progress to Step 4 of the registration process.",""
"passed","Tue Nov 01 13:41:48 CET 2022","Tue Nov 01 13:41:56 CET 2022","8847","","Registration > Step 1","","Registration > Step 1","#06 User can not register with an email address that already exists.","#06 User can not register with an email address that already exists.",""
"failed","Tue Nov 01 13:57:23 CET 2022","Tue Nov 01 13:57:59 CET 2022","36374","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#5 When the user clicks to link Privacy Policy user should watches the nex chapters.","#5 When the user clicks to link Privacy Policy user should watches the nex chapters.",""
"passed","Tue Nov 01 14:05:51 CET 2022","Tue Nov 01 14:06:02 CET 2022","11153","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","","Promotions functionality testing. Promotions functionality for authenticated user. Particular promotions.","#18 User can close confirmation message, return to the calling page and bonus has been claimed.","#18 User can close confirmation message, return to the calling page and bonus has been claimed.",""
"failed","Tue Nov 01 13:49:52 CET 2022","Tue Nov 01 13:50:55 CET 2022","62733","","My Account > Settings > Change Password","","My Account > Settings > Change Password","#11 New password must contain a minimum of 8 characters.","#11 New password must contain a minimum of 8 characters.",""
"passed","Tue Nov 01 14:08:17 CET 2022","Tue Nov 01 14:08:22 CET 2022","4410","","Promotions functionality testing. Promotions functionality for unauthenticated user.","","Promotions functionality testing. Promotions functionality for unauthenticated user.","#44 User can see list of promotions after click Back button from more info details.","#44 User can see list of promotions after click Back button from more info details.",""
"failed","Tue Nov 01 13:58:19 CET 2022","Tue Nov 01 13:58:28 CET 2022","9116","","Home page => Privacy Policy page","","Home page => Privacy Policy page","#8 After clicking on the second link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurcasino.com/.","#8 After clicking on the second link from 'What personal data do we collect? -> Players', the user should see the page  https://www.merkurcasino.com/.",""
"passed","Tue Nov 01 13:58:47 CET 2022","Tue Nov 01 13:59:03 CET 2022","15385","","My Account > Gambling Controls > Loss Limits","","My Account > Gambling Controls > Loss Limits","#5 User can close the Loss Limits Delete modal ","#5 User can close the Loss Limits Delete modal ",""
"passed","Tue Nov 01 13:42:11 CET 2022","Tue Nov 01 13:42:18 CET 2022","6714","","Registration > Step 2","","Registration > Step 2","#04 Last Name is a mandatory field.","#04 Last Name is a mandatory field.",""
